mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
1,4367520332336425;0,43530306623277487;0,0059357166290283205;0,0013077330949876106;{};0,2111650485436893;0,25970873786407767;0,42718446601941745;0,42961165048543687;0,4320388349514563;0,35194174757281554;0,09636869924794209;1
