mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,7078005313873291;0,44578679274623245;0,005399656295776367;0,0014957777758377946;{};0,46601941747572817;0,4878640776699029;0,47572815533980584;0,5364077669902912;0,47815533980582525;0,48883495145631073;0,02478106605456352;1
