mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
3,1986486434936525;1,584020436131724;0,008218908309936523;0,0014695281280759696;{};0,5097087378640777;0,35194174757281554;0,7135922330097088;0,8155339805825242;0,8033980582524272;0,6388349514563106;0,18048462739468657;1
