mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,8529382705688476;0,22075396739643532;0,003608369827270508;0,0022401792265185727;{};0,3713592233009709;0,40048543689320387;0,49029126213592233;0,5679611650485437;0,470873786407767;0,4601941747572815;0,06941238354600124;1
