mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,6931329250335694;0,4087799037769318;0,0032115936279296874;0,0007421482347692233;{};0,3657142857142857;0,4714285714285714;0,5542857142857143;0,47714285714285715;0,44571428571428573;0,4628571428571428;0,06060915267313264;1
