mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,7404248237609863;0,3601390059793475;0,003041791915893555;0,0010336092485369287;{};0,39714285714285713;0,4685714285714286;0,5714285714285714;0,46285714285714286;0,4742857142857143;0,4748571428571428;0,05576627610859817;1
