Stock;Model;Preprocessing;CrossValidation;Parameters;Accuracy_1Days_[-inf, -1.5, 1.5, inf];RecallMicro_1Days_[-inf, -1.5, 1.5, inf];RecallMarco_1Days_[-inf, -1.5, 1.5, inf];RecallWeighted_1Days_[-inf, -1.5, 1.5, inf];PreicisionMicro_1Days_[-inf, -1.5, 1.5, inf];PrecisionMarco_1Days_[-inf, -1.5, 1.5, inf];PrecisionWeighted_1Days_[-inf, -1.5, 1.5, inf];F1Micro_1Days_[-inf, -1.5, 1.5, inf];F1Macro_1Days_[-inf, -1.5, 1.5, inf];F1Weighted_1Days_[-inf, -1.5, 1.5, inf];Accuracy_1Days_[-inf, 0, inf];RecallMicro_1Days_[-inf, 0, inf];RecallMarco_1Days_[-inf, 0, inf];RecallWeighted_1Days_[-inf, 0, inf];PreicisionMicro_1Days_[-inf, 0, inf];PrecisionMarco_1Days_[-inf, 0, inf];PrecisionWeighted_1Days_[-inf, 0, inf];F1Micro_1Days_[-inf, 0, inf];F1Macro_1Days_[-inf, 0, inf];F1Weighted_1Days_[-inf, 0, inf];Accuracy_5Days_[-inf, -1.5, 1.5, inf];RecallMicro_5Days_[-inf, -1.5, 1.5, inf];RecallMarco_5Days_[-inf, -1.5, 1.5, inf];RecallWeighted_5Days_[-inf, -1.5, 1.5, inf];PreicisionMicro_5Days_[-inf, -1.5, 1.5, inf];PrecisionMarco_5Days_[-inf, -1.5, 1.5, inf];PrecisionWeighted_5Days_[-inf, -1.5, 1.5, inf];F1Micro_5Days_[-inf, -1.5, 1.5, inf];F1Macro_5Days_[-inf, -1.5, 1.5, inf];F1Weighted_5Days_[-inf, -1.5, 1.5, inf];Accuracy_5Days_[-inf, 0, inf];RecallMicro_5Days_[-inf, 0, inf];RecallMarco_5Days_[-inf, 0, inf];RecallWeighted_5Days_[-inf, 0, inf];PreicisionMicro_5Days_[-inf, 0, inf];PrecisionMarco_5Days_[-inf, 0, inf];PrecisionWeighted_5Days_[-inf, 0, inf];F1Micro_5Days_[-inf, 0, inf];F1Macro_5Days_[-inf, 0, inf];F1Weighted_5Days_[-inf, 0, inf];Accuracy_10Days_[-inf, -1.5, 1.5, inf];RecallMicro_10Days_[-inf, -1.5, 1.5, inf];RecallMarco_10Days_[-inf, -1.5, 1.5, inf];RecallWeighted_10Days_[-inf, -1.5, 1.5, inf];PreicisionMicro_10Days_[-inf, -1.5, 1.5, inf];PrecisionMarco_10Days_[-inf, -1.5, 1.5, inf];PrecisionWeighted_10Days_[-inf, -1.5, 1.5, inf];F1Micro_10Days_[-inf, -1.5, 1.5, inf];F1Macro_10Days_[-inf, -1.5, 1.5, inf];F1Weighted_10Days_[-inf, -1.5, 1.5, inf];Accuracy_10Days_[-inf, 0, inf];RecallMicro_10Days_[-inf, 0, inf];RecallMarco_10Days_[-inf, 0, inf];RecallWeighted_10Days_[-inf, 0, inf];PreicisionMicro_10Days_[-inf, 0, inf];PrecisionMarco_10Days_[-inf, 0, inf];PrecisionWeighted_10Days_[-inf, 0, inf];F1Micro_10Days_[-inf, 0, inf];F1Macro_10Days_[-inf, 0, inf];F1Weighted_10Days_[-inf, 0, inf];training_time;prediction_time;round
AAPL.csv;AdaBoostClassifier;[StandardScaler(), PCA(), SelectKBest()];TimeSeriesSplit(gap=0, max_train_size=None, n_splits=5, test_size=None);{'PCA__n_components': [20, 65, 70, None], 'SelectKBest__k': [80, 'all'], 'model__n_estimators': [350, 400, 500], 'model__learning_rate': [1, 1.1, 1.5]};0,514403292;0,514403292;0,363979367;0,514403292;0,514403292;0,393586937;0,4419217;0,514403292;0,323458417;0,430760323;0,534979424;0,534979424;0,513923014;0,534979424;0,534979424;0,518178578;0,521143433;0,534979424;0,492899223;0,505523283;0,477366255;0,477366255;0,330686789;0,477366255;0,477366255;0,326221577;0,377675046;0,477366255;0,27955636;0,379948492;0,633744856;0,633744856;0,495507637;0,633744856;0,633744856;0,47993311;0,533093852;0,633744856;0,426841227;0,533127338;0,316872428;0,316872428;0,263360631;0,316872428;0,316872428;0,274632595;0,417763187;0,316872428;0,25444318;0,350741058;0,613168724;0,613168724;0,502931462;0,613168724;0,613168724;0,503308481;0,592407733;0,613168724;0,501527584;0,601519214;0 days 00:02:42.945470;0 days 00:00:00.048995;2
AAPL.csv;MLPClassifier;[StandardScaler(), SelectKBest()];TimeSeriesSplit(gap=0, max_train_size=None, n_splits=5, test_size=None);{};0,530864198;0,530864198;0,404718164;0,530864198;0,530864198;0,433119658;0,474765598;0,530864198;0,391446302;0,477281241;0,514403292;0,514403292;0,487817363;0,514403292;0,514403292;0,4806231;0,485384067;0,514403292;0,44670423;0,46342988;0,522633745;0,522633745;0,333333333;0,522633745;0,522633745;0,176388889;0,276560357;0,522633745;0,230699364;0,361713818;0,654320988;0,654320988;0,5;0,654320988;0,654320988;0,327160494;0,428135955;0,654320988;0,395522388;0,517597199;0,604938272;0,604938272;0,361882014;0,604938272;0,604938272;0,325219197;0,50756104;0,604938272;0,339020716;0,549048383;0,650205761;0,650205761;0,541701073;0,650205761;0,650205761;0,548839458;0,627341182;0,650205761;0,542271468;0,6364853;0 days 00:00:03.101012;0 days 00:00:00.003000;2
AAPL.csv;AdaBoostClassifier;[StandardScaler(), SelectKBest()];TimeSeriesSplit(gap=0, max_train_size=None, n_splits=5, test_size=None);{'SelectKBest__k': [80, 'all'], 'model__n_estimators': [350, 400, 500], 'model__learning_rate': [1, 1.1, 1.5]};0,456790123;0,456790123;0,329493871;0,456790123;0,456790123;0,351309185;0,397929993;0,456790123;0,302282774;0,398292809;0,477366255;0,477366255;0,502457002;0,477366255;0,477366255;0,503676471;0,507595013;0,477366255;0,443434507;0,431558396;0,481481481;0,481481481;0,310414323;0,481481481;0,481481481;0,190699289;0,281810528;0,481481481;0,228207019;0,349801106;0,654320988;0,654320988;0,5;0,654320988;0,654320988;0,327160494;0,428135955;0,654320988;0,395522388;0,517597199;0,646090535;0,646090535;0,333333333;0,646090535;0,646090535;0,215363512;0,417432979;0,646090535;0,261666667;0,50718107;0,711934156;0,711934156;0,5;0,711934156;0,711934156;0,355967078;0,506850243;0,711934156;0,415865385;0,592137544;0 days 00:01:36.374077;0 days 00:00:00.047079;2
AMGN.csv;MLPClassifier;[StandardScaler(), PCA(), SelectKBest()];TimeSeriesSplit(gap=0, max_train_size=None, n_splits=5, test_size=None);{'PCA__n_components': [20, 65, 70, None], 'SelectKBest__k': [80, 'all'], 'model__max_iter': [700, 100, 1500], 'model__batch_size': [150, 175, 200], 'model__solver': ['adam'], 'model__activation': ['tanh']};0,650205761;0,650205761;0,339160137;0,650205761;0,650205761;0,329166667;0,482956104;0,650205761;0,277796389;0,52065816;0,473251029;0,473251029;0,490730643;0,473251029;0,473251029;0,488466757;0,49111904;0,473251029;0,454545455;0,446647545;0,283950617;0,283950617;0,294768404;0,283950617;0,283950617;0,272182134;0,270762234;0,283950617;0,27175433;0,264853985;0,46090535;0,46090535;0,470305085;0,46090535;0,46090535;0,44811656;0,447553532;0,46090535;0,402455278;0,397071718;0,333333333;0,333333333;0,320925049;0,333333333;0,333333333;0,253823954;0,252984875;0,333333333;0,221764559;0,222507893;0,477366255;0,477366255;0,505554798;0,477366255;0,477366255;0,511469181;0,515171784;0,477366255;0,417332201;0,402708521;0 days 00:31:17.339909;0 days 00:00:00.003000;2
AMGN.csv;AdaBoostClassifier;[StandardScaler(), PCA(), SelectKBest()];TimeSeriesSplit(gap=0, max_train_size=None, n_splits=5, test_size=None);{'PCA__n_components': [20, 65, 70, None], 'SelectKBest__k': [80, 'all'], 'model__n_estimators': [350, 400, 500], 'model__learning_rate': [1, 1.1, 1.5]};0,551440329;0,551440329;0,404140441;0,551440329;0,551440329;0,512806638;0,595395311;0,551440329;0,393827707;0,539022453;0,49382716;0,49382716;0,500749727;0,49382716;0,49382716;0,500769231;0,503836657;0,49382716;0,492589763;0,490630551;0,341563786;0,341563786;0,361490212;0,341563786;0,341563786;0,316361847;0,311136866;0,341563786;0,271579317;0,254816366;0,58436214;0,58436214;0,580576271;0,58436214;0,58436214;0,586713848;0,586460587;0,58436214;0,575035063;0,576848661;0,399176955;0,399176955;0,440638069;0,399176955;0,399176955;0,433898568;0,455791285;0,399176955;0,398309031;0,392787174;0,592592593;0,592592593;0,601417666;0,592592593;0,592592593;0,605442177;0,610229277;0,592592593;0,590818635;0,58871206;0 days 00:04:55.578488;0 days 00:00:00.176001;2
AMGN.csv;MLPClassifier;[StandardScaler(), SelectKBest()];TimeSeriesSplit(gap=0, max_train_size=None, n_splits=5, test_size=None);{};0,650205761;0,650205761;0,333333333;0,650205761;0,650205761;0,216735254;0,422767532;0,650205761;0,262676642;0,512381597;0,473251029;0,473251029;0,505622955;0,473251029;0,473251029;0,517696268;0,521897559;0,473251029;0,387330602;0,369391172;0,300411523;0,300411523;0,322029225;0,300411523;0,300411523;0,27216415;0,266615047;0,300411523;0,270762521;0,255949288;0,567901235;0,567901235;0,570745763;0,567901235;0,567901235;0,573434201;0,57425826;0,567901235;0,564954219;0,563922764;0,362139918;0,362139918;0,341847595;0,362139918;0,362139918;0,205319149;0,186577357;0,362139918;0,199559207;0,20557992;0,547325103;0,547325103;0,560080425;0,547325103;0,547325103;0,566378012;0,571079379;0,547325103;0,540784772;0,536499727;0 days 00:00:02.080230;0 days 00:00:00.002997;2
AMGN.csv;AdaBoostClassifier;[StandardScaler(), SelectKBest()];TimeSeriesSplit(gap=0, max_train_size=None, n_splits=5, test_size=None);{'SelectKBest__k': [80, 'all'], 'model__n_estimators': [350, 400, 500], 'model__learning_rate': [1, 1.1, 1.5]};0,419753086;0,419753086;0,27928471;0,419753086;0,419753086;0,241648746;0,414901544;0,419753086;0,251290685;0,412378933;0,50617284;0,50617284;0,505077699;0,50617284;0,50617284;0,505050847;0,508096254;0,50617284;0,504755435;0,506827026;0,316872428;0,316872428;0,354344729;0,316872428;0,316872428;0,385996772;0,364272263;0,316872428;0,200738477;0,181920041;0,572016461;0,572016461;0,570711864;0,572016461;0,572016461;0,571291866;0,571512395;0,572016461;0,570379437;0,571143381;0,349794239;0,349794239;0,386547467;0,349794239;0,349794239;0,224189633;0,203233887;0,349794239;0,283783784;0,257090424;0,600823045;0,600823045;0,605813795;0,600823045;0,600823045;0,606481481;0,610463344;0,600823045;0,600714854;0,600200948;0 days 00:05:54.332441;0 days 00:00:00.050522;2
TSLA.csv;MLPClassifier;[StandardScaler(), PCA(), SelectKBest()];TimeSeriesSplit(gap=0, max_train_size=None, n_splits=5, test_size=None);{'PCA__n_components': [20, 65, 70, None], 'SelectKBest__k': [80, 'all'], 'model__max_iter': [700, 100, 1500], 'model__batch_size': [150, 175, 200], 'model__solver': ['adam'], 'model__activation': ['tanh']};0,320987654;0,320987654;0,358825762;0,320987654;0,320987654;0,433770446;0,469426862;0,320987654;0,257760141;0,232743266;0,53909465;0,53909465;0,495134576;0,53909465;0,53909465;0,491802326;0,501742751;0,53909465;0,455941148;0,484826049;0,362139918;0,362139918;0,42965592;0,362139918;0,362139918;0,407570208;0,570234704;0,362139918;0,340393346;0,398311623;0,485596708;0,485596708;0,533950617;0,485596708;0,485596708;0,532504013;0,590957731;0,485596708;0,485038569;0,490689723;0,37037037;0,37037037;0,336680531;0,37037037;0,37037037;0,344624475;0,538706208;0,37037037;0,293935002;0,394372875;0,444444444;0,444444444;0,452103012;0,444444444;0,444444444;0,463365594;0,581871744;0,444444444;0,419883641;0,478338354;0 days 00:03:41.880707;0 days 00:00:00.003000;2
TSLA.csv;AdaBoostClassifier;[StandardScaler(), PCA(), SelectKBest()];TimeSeriesSplit(gap=0, max_train_size=None, n_splits=5, test_size=None);{'PCA__n_components': [20, 65, 70, None], 'SelectKBest__k': [80, 'all'], 'model__n_estimators': [350, 400, 500], 'model__learning_rate': [1, 1.1, 1.5]};0,304526749;0,304526749;0,350883357;0,304526749;0,304526749;0,407704043;0,434643237;0,304526749;0,273462289;0,259534828;0,46090535;0,46090535;0,45931677;0,46090535;0,46090535;0,460060976;0,469349092;0,46090535;0,457931034;0,463383946;0,596707819;0,596707819;0,346566324;0,596707819;0,596707819;0,425685426;0,529741863;0,596707819;0,295545936;0,480753211;0,617283951;0,617283951;0,472222222;0,617283951;0,617283951;0,41;0,491111111;0,617283951;0,410147992;0,526661969;0,41563786;0,41563786;0,308734403;0,41563786;0,41563786;0,288954914;0,50340199;0,41563786;0,274267579;0,432854848;0,641975309;0,641975309;0,574095527;0,641975309;0,641975309;0,564178759;0,673093929;0,641975309;0,565402405;0,654737459;0 days 00:02:41.994305;0 days 00:00:00.036058;2
TSLA.csv;MLPClassifier;[StandardScaler(), SelectKBest()];TimeSeriesSplit(gap=0, max_train_size=None, n_splits=5, test_size=None);{};0,349794239;0,349794239;0,322461661;0,349794239;0,349794239;0,327050127;0,343597729;0,349794239;0,297010186;0,324003772;0,559670782;0,559670782;0,50300207;0,559670782;0,559670782;0,509753363;0,517868017;0,559670782;0,423800554;0,46179816;0,345679012;0,345679012;0,36222025;0,345679012;0,345679012;0,398395091;0,626573076;0,345679012;0,221241129;0,254209125;0,432098765;0,432098765;0,543209877;0,432098765;0,432098765;0,564755596;0,634079488;0,432098765;0,418619972;0,389112344;0,658436214;0,658436214;0,31372549;0,658436214;0,658436214;0,228898426;0,480404105;0,658436214;0,264681555;0,555504498;0,271604938;0,271604938;0,500445553;0,271604938;0,271604938;0,502659574;0,623785133;0,271604938;0,233766234;0,150380941;0 days 00:00:02.139051;0 days 00:00:00.001999;2
TSLA.csv;AdaBoostClassifier;[StandardScaler(), SelectKBest()];TimeSeriesSplit(gap=0, max_train_size=None, n_splits=5, test_size=None);{'SelectKBest__k': [80, 'all'], 'model__n_estimators': [350, 400, 500], 'model__learning_rate': [1, 1.1, 1.5]};0,33744856;0,33744856;0,362467153;0,33744856;0,33744856;0,582800284;0,57749173;0,33744856;0,267939524;0,274648786;0,572016461;0,572016461;0,504761905;0,572016461;0,572016461;0,785123967;0,755943271;0,572016461;0,372591857;0,42062844;0,283950617;0,283950617;0,333333333;0,283950617;0,283950617;0,094650206;0,080627953;0,283950617;0,147435897;0,125593542;0,46090535;0,46090535;0,481481481;0,46090535;0,46090535;0,483229814;0,538026225;0,46090535;0,45559489;0,473517692;0,699588477;0,699588477;0,333333333;0,699588477;0,699588477;0,233196159;0,489424038;0,699588477;0,274414851;0,575932403;0,279835391;0,279835391;0,516574586;0,279835391;0,279835391;0,630801688;0,811602507;0,279835391;0,239443421;0,153610485;0 days 00:01:35.298475;0 days 00:00:00.060897;2
AAPL.csv;LSTM;;;;0,516393443;;;;0,516393443;0,333333333;0,516393443;;;;0,549180328;;;;;;;;;;0,520491803;;;;0,520491803;0,330729167;0,520491803;;;;0,516393443;;;;;;;;;;0,639344262;;;;0,639344262;0,338115331;0,639344262;;;;0,713114754;;;;;;;;;;;;3
TSLA.csv;LSTM;;;;0,258196721;;;;0,258196721;0,319110603;0,258196721;;;;0,569672131;;;;;;;;;;0,5;;;;0,5;0,346977412;0,5;;;;0,643442623;;;;;;;;;;0,545081967;;;;0,545081967;0,357930179;0,545081967;;;;0,516393443;;;;;;;;;;;;3
AMGN.csv;LSTM;;;;0,651639344;;;;0,651639344;0,333333333;0,651639344;;;;0,459016393;;;;;;;;;;0,290983607;;;;0,290983607;0,323615502;0,290983607;;;;0,516393443;;;;;;;;;;0,418032787;;;;0,418032787;0,333333333;0,418032787;;;;0,569672131;;;;;;;;;;;;3
AAPL.csv;LSTM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6296296296296297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
TSLA.csv;LSTM;;;;;;;;;;;;;;;;;;;;;;;;0,2674897119341564;;;;0,2674897119341564;0,2960662525879917;0,2674897119341564;;;;0,4320987654320987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
AMGN.csv;LSTM;;;;;;;;;;;;;;;;;;;;;;;;0,2674897119341564;;;;0,2674897119341564;0,2960662525879917;0,2674897119341564;;;;0,4320987654320987;;;;;;;;;;0,3703703703703703;;;;0,3703703703703703;0,3659003831417624;0,3703703703703703;;;;0,6049382716049383;;;;;;;;;;;;4
AAPL.csv;LSTM_withLags;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,419753086419753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
TSLA.csv;LSTM_withLags;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,419753086419753;;;;;;;;;;0,2345679012345679;;;;0,2345679012345679;0,3372549019607843;0,2345679012345679;;;;0,4732510288065844;;;;;;;;;;;;5
AMGN.csv;LSTM_withLags;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,419753086419753;;;;;;;;;;0,5185185185185185;;;;0,5185185185185185;0,4292314627000226;0,5185185185185185;;;;0,4938271604938271;;;;;;;;;;;;5
AAPL.csv;Transformer;;;;0,5163934426229508;;;;0,5163934426229508;0,3333333333333333;0,5163934426229508;;;;0,4549180327868852;;;;0,5163934426229508;0,3333333333333333;0,5163934426229508;;;;0,2295081967213114;;;;0,2295081967213114;0,3333333333333333;0,2295081967213114;;;;0,3442622950819672;;;;0,2295081967213114;0,3333333333333333;0,2295081967213114;;;;0,2295081967213114;;;;0,2295081967213114;0,3333333333333333;0,2295081967213114;;;;0,2868852459016393;;;;0,2295081967213114;0,3333333333333333;0,2295081967213114;;;;;;6
TSLA.csv;Transformer;;;;0,290983606557377;;;;0,290983606557377;0,3425817757009345;0,290983606557377;;;;0,5573770491803278;;;;0,290983606557377;0,3425817757009345;0,290983606557377;;;;0,4959016393442623;;;;0,4959016393442623;0,329253166209688;0,4959016393442623;;;;0,3319672131147541;;;;0,4959016393442623;0,329253166209688;0,4959016393442623;;;;0,2254098360655737;;;;0,2254098360655737;0,3333333333333333;0,2254098360655737;;;;0,2540983606557377;;;;0,2254098360655737;0,3333333333333333;0,2254098360655737;;;;;;6
AMGN.csv;Transformer;;;;0,6516393442622951;;;;0,6516393442622951;0,3333333333333333;0,6516393442622951;;;;0,4795081967213114;;;;0,6516393442622951;0,3333333333333333;0,6516393442622951;;;;0,2991803278688524;;;;0,2991803278688524;0,3333333333333333;0,2991803278688524;;;;0,4918032786885246;;;;0,2991803278688524;0,3333333333333333;0,2991803278688524;;;;0,3647540983606557;;;;0,3647540983606557;0,3240928555330178;0,3647540983606557;;;;0,5368852459016393;;;;0,3647540983606557;0,3240928555330178;0,3647540983606557;;;;;;6
AAPL.csv;Transformer;;;;0,5163934426229508;;;;0,5163934426229508;0,3333333333333333;0,5163934426229508;;;;0,4549180327868852;;;;0,5163934426229508;0,3333333333333333;0,5163934426229508;;;;0,2336065573770492;;;;0,2336065573770492;0,338095238095238;0,2336065573770492;;;;0,5901639344262295;;;;0,2336065573770492;0,338095238095238;0,2336065573770492;;;;0,2295081967213114;;;;0,2295081967213114;0,3333333333333333;0,2295081967213114;;;;0,2868852459016393;;;;0,2295081967213114;0,3333333333333333;0,2295081967213114;;;;;;7
TSLA.csv;Transformer;;;;0,2622950819672131;;;;0,2622950819672131;0,3333333333333333;0,2622950819672131;;;;0,569672131147541;;;;0,2622950819672131;0,3333333333333333;0,2622950819672131;;;;0,2827868852459016;;;;0,2827868852459016;0,3333333333333333;0,2827868852459016;;;;0,3524590163934426;;;;0,2827868852459016;0,3333333333333333;0,2827868852459016;;;;0,2622950819672131;;;;0,2622950819672131;0,3508771929824561;0,2622950819672131;;;;0,2540983606557377;;;;0,2622950819672131;0,3508771929824561;0,2622950819672131;;;;;;7
AMGN.csv;Transformer;;;;0,6516393442622951;;;;0,6516393442622951;0,3333333333333333;0,6516393442622951;;;;0,4836065573770491;;;;0,6516393442622951;0,3333333333333333;0,6516393442622951;;;;0,2991803278688524;;;;0,2991803278688524;0,3333333333333333;0,2991803278688524;;;;0,5163934426229508;;;;0,2991803278688524;0,3333333333333333;0,2991803278688524;;;;0,3565573770491803;;;;0,3565573770491803;0,3333333333333333;0,3565573770491803;;;;0,5368852459016393;;;;0,3565573770491803;0,3333333333333333;0,3565573770491803;;;;;;7
AAPL.csv;LSTM_withLags;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3580246913580246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
AAPL.csv;LSTM_repeatRound3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6419753086419753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6
AAPL.csv;AdaBoostClassifier;[StandardScaler(), SelectKBest()];TimeSeriesSplit(gap=0, max_train_size=None, n_splits=5, test_size=None);{'SelectKBest__k': [80], 'model__n_estimators': [350], 'model__learning_rate': [1]};0,51440329218107;0,51440329218107;0,3352887048539222;0,51440329218107;0,51440329218107;0,25627615062761505;0,3163472631162078;0,51440329218107;0,23981735159817355;0,35988048931732347;0,5555555555555556;0,5555555555555556;0,5178132678132679;0,5555555555555556;0,5555555555555556;0,5763157894736842;0,5742690058479532;0,5555555555555556;0,4214285714285715;0,44550264550264557;0,522633744855967;0,522633744855967;0,3362642169728784;0,522633744855967;0,522633744855967;0,5076071922544951;0,5201577788023154;0,522633744855967;0,2391898313138513;0,3659860264160573;0,654320987654321;0,654320987654321;0,5;0,654320987654321;0,654320987654321;0,3271604938271605;0,42813595488492606;0,654320987654321;0,3955223880597015;0,5175971991892391;0,6460905349794238;0,6460905349794238;0,3333333333333333;0,6460905349794238;0,6460905349794238;0,21536351165980794;0,41743297938999807;0,6460905349794238;0,26166666666666666;0,5071810699588477;0,7037037037037037;0,7037037037037037;0,4984723369116432;0,7037037037037037;0,7037037037037037;0,48064853556485354;0,5784131411746474;0,7037037037037037;0,4261348727368144;0,5953040419059836;0 days 00:00:11.254348;0 days 00:00:00.069108;10
AMGN.csv;AdaBoostClassifier;[StandardScaler(), SelectKBest()];TimeSeriesSplit(gap=0, max_train_size=None, n_splits=5, test_size=None);{'SelectKBest__k': [80], 'model__n_estimators': [350], 'model__learning_rate': [1]};0,6090534979423868;0,6090534979423868;0,3238898935101467;0,6090534979423868;0,6090534979423868;0,2505141916906623;0,4452603799009027;0,6090534979423868;0,2776495162708883;0,5117525543720208;0,5061728395061729;0,5061728395061729;0,5050776990185387;0,5061728395061729;0,5061728395061729;0,5050508474576272;0,5080962544465369;0,5061728395061729;0,5047554347826086;0,506827026301664;0,31275720164609055;0,31275720164609055;0,35042735042735046;0,31275720164609055;0,31275720164609055;0,4337517433751743;0,41024846324706854;0,31275720164609055;0,18686116121611376;0,16850772294789756;0,551440329218107;0,551440329218107;0,5481016949152543;0,551440329218107;0,551440329218107;0,5508602150537634;0,5509314571441214;0,551440329218107;0,5435243429556226;0,5452559649505411;0,3497942386831276;0,3497942386831276;0,3795232013622818;0,3497942386831276;0,3497942386831276;0,22060123784261712;0,2010402680900765;0,3497942386831276;0,2788430668651315;0,2551937572221844;0,5967078189300411;0,5967078189300411;0,6013495092693566;0,5967078189300411;0,5967078189300411;0,60180747637957;0,6056832160412119;0,5967078189300411;0,5966463414634147;0,5962569841747801;0 days 00:00:11.247838;0 days 00:00:00.034691;10
TSLA.csv;AdaBoostClassifier;[StandardScaler(), SelectKBest()];TimeSeriesSplit(gap=0, max_train_size=None, n_splits=5, test_size=None);{'SelectKBest__k': [80], 'model__n_estimators': [350], 'model__learning_rate': [1]};0,26337448559670784;0,26337448559670784;0,3333333333333333;0,26337448559670784;0,26337448559670784;0,08779149519890261;0,06936611966333046;0,26337448559670784;0,13897937024972856;0,10981086044422997;0,4691358024691358;0,4691358024691358;0,518944099378882;0,4691358024691358;0,4691358024691358;0,5396103896103897;0,5527497194163861;0,4691358024691358;0,4180451127819549;0,3946285466753303;0,6008230452674898;0,6008230452674898;0,3310657596371882;0,6008230452674898;0,6008230452674898;0,20110192837465565;0,36496275890215285;0,6008230452674898;0,25021422450728364;0,45409248151321846;0,6666666666666666;0,6666666666666666;0,5092592592592593;0,6666666666666666;0,6666666666666666;0,5854430379746836;0,6139240506329114;0,6666666666666666;0,43297899922219346;0,5543168265491314;0,6995884773662552;0,6995884773662552;0,3333333333333333;0,6995884773662552;0,6995884773662552;0,23319615912208505;0,48942403766363535;0,6995884773662552;0,2744148506860371;0,5759324026743988;0,7448559670781894;0,7448559670781894;0,5159062555694173;0,7448559670781894;0,7448559670781894;0,6255274261603376;0,6869997048149885;0,7448559670781895;0,4699549676329863;0,6568876472557245;0 days 00:00:10.117030;0 days 00:00:00.035004;10
