mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,8989200115203857;0,48851603810890115;0,0035598278045654297;0,0012915390099087559;{};0,33737864077669905;0,33495145631067963;0,33980582524271846;0,2912621359223301;0,279126213592233;0,31650485436893205;0,02589704595795951;1
