mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,7701172828674316;0,40946109147833454;0,002925682067871094;0,0011229311724560867;{};0,4053398058252427;0,3470873786407767;0,4733009708737864;0,220873786407767;0,19902912621359223;0,329126213592233;0,1054147199056082;1
