mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,8771964550018311;0,43132030032363133;0,003043651580810547;0,0007050944477329104;{};0,47815533980582525;0,4733009708737864;0,5097087378640777;0,4199029126213592;0,633495145631068;0,5029126213592233;0,07138398619282255;1
