mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,6037295818328857;0,43360583279073994;0,003580522537231445;0,0005082481404013048;{};0,5558252427184466;0,46601941747572817;0,5436893203883495;0,47815533980582525;0,4441747572815534;0,49757281553398053;0,04414540793937729;1
