mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0,9579583168029785;0,36041635643161607;0,0028245925903320314;0,0011575445247662263;{};0,49029126213592233;0,45145631067961167;0,5242718446601942;0,3592233009708738;0,39563106796116504;0,4441747572815534;0,06028023913116655;1
